username,followers,following,public_repos,public_gists,account_age_days,bio,label,burst_score,posting_regularity_score,time_of_day_entropy,active_hours_count,follow_velocity,duplicate_content_ratio,sentiment_variance,profile_completeness_score,mutual_follower_ratio
a8f7d3k9p2,5.0,1102.0,1.0,0.0,53.0,investment advisor DM me,1,0.606,0.946,0.181,3.0,95.13,0.734,0.0509,0.261,0.0431
creative_dan,29.0,17.0,9.0,28.0,2903.0,Dance teacher | choreographer,0,0.043,0.12,0.816,14.0,1.205,0.004,0.3295,0.673,0.3064
alex_travel,54.0,11.0,85.0,15.0,2704.0,Medical student | future doctor,0,0.112,0.27,0.884,8.0,3.387,0.179,0.4274,0.722,0.5679
mike_2023,28.415427600132922,0.0,7.546275515600087,25.19839828878001,3557.4748708671104,UX designer @Meta,0,0.04074374744149071,0.33995074418691174,0.9350701363878415,14.892612852044037,4.050403030655637,0.054976339509859015,0.38700707614249125,0.8972852284112386,0.3639815089288799
ben_codes,13.0,27.0,2.0,13.0,1600.0,Freelance illustrator | art prints available,0,0.081,0.506,0.828,14.0,2.582,0.031,0.2519,0.64,0.5525
ava_dances,17.0,26.0,72.0,26.0,1048.0,Yoga instructor | wellness coach,0,0.066,0.136,0.665,13.0,2.173,0.169,0.3032,0.908,0.5279
dev_pete,3.0,18.0,41.0,2.0,5000.0,Dog lover | Hiking | Books,0,0.081,0.497,0.859,15.0,1.823,0.156,0.2508,0.943,0.4925
chef_marco,3.0,114.0,3.0,19.0,4381.0,Retired engineer | amateur astronomer,0,0.1,0.271,0.788,16.0,2.968,0.008,0.5105,0.876,0.2111
mia_cooks,1.0,28.0,7.0,26.0,5000.0,Freelance illustrator | art prints available,0,0.057,0.529,0.97,18.0,3.824,0.192,0.6953,0.952,0.4261
insta_boost_247,6.0,998.0,1.0,0.0,45.0,promo available 📩,1,0.941,0.912,0.211,1.0,287.19,0.902,0.0428,0.038,0.0316
nina_art,45.69164907896828,25.73116715488017,0.9025459329088115,21.31081003333571,961.8000499379914,UX designer @Meta,0,0.09100370298501902,0.3790630378378117,0.67970527928207,9.661444631760576,1.8296547895900837,0.15880331444970136,0.6767724659812897,0.8231384729957276,0.1986957088798354
real_human_01234,7.0,868.0,2.0,0.0,47.0,promo available 📩,1,0.725,0.891,0.137,2.0,172.43,0.939,0.0834,0.229,0.0216
autoliker_pro,0.0,1562.9426454761885,5.229432677414799,0.0,0.0,,1,0.804379690395603,1.0110100791784762,0.2215560257444201,2.619663428952845,220.52332737698393,0.7365152718639957,0.046156188236005424,0.09810771429581615,0.0
ben_codes,48.0,22.0,7.0,22.0,365.0,Fashion designer | PR welcome,0,0.146,0.377,0.83,14.0,2.504,0.142,0.2555,0.719,0.1854
fit_jessica,17.0,25.0,87.0,12.0,3022.0,Yoga instructor | wellness coach,0,0.137,0.326,0.945,12.0,4.674,0.133,0.265,0.743,0.1012
bot_account_7,3.0,2781.0,1.0,0.0,30.0,FREE BTC airdrop → link in bio,1,0.692,0.92,0.214,4.0,154.85,0.94,0.0414,0.273,0.0138
bot_account_7,14.0,874.0,2.0,0.0,21.0,make money online → bio link,1,0.694,0.905,0.241,4.0,186.81,0.971,0.0366,0.245,0.0418
grace_beauty,3.0,19.0,8.0,17.0,5000.0,Podcaster | interviewing founders,0,0.076,0.215,0.983,13.0,3.855,0.018,0.2235,0.638,0.359
insta_boost_247,3.0,1490.0,0.0,0.0,13.0,DM me to grow your account fast,1,0.7,0.961,0.39,2.0,128.31,0.73,0.0182,0.29,0.0065
tom_techie,10.0,6.0,17.0,5.0,927.0,Architect | sustainable design,0,0.041,0.299,0.702,14.0,1.868,0.079,0.5993,0.728,0.398
dev_pete,6.0,25.0,125.0,19.0,1909.0,Architect | sustainable design,0,0.046,0.466,0.834,9.0,2.867,0.16,0.2645,0.897,0.2709
rachel_reads,14.051796172960511,0.0,17.574229785417586,7.967573743564207,4948.667046651292,photographer | travel 📷,0,0.008842378730234543,0.464030927149504,0.7806139501835955,18.172420618702674,6.30433709209356,0.10603666924617203,0.5996184371419745,0.9672711234840137,0.5484524967994048
dev_pete,63.57619580164117,36.18819616498618,18.803756554415557,8.396725630654728,2957.3047898302143,mom of 3 | foodie,1,0.030035557576644563,0.3419260892104239,0.98331015942638,17.98309991575935,0.0,0.05998383481741981,0.4574791775145428,0.6720523097687818,0.6049849862526813
code_master,0.6359251485704984,0.0,3.934079444418249,18.830730118800897,1136.2844186081536,News journalist @NYT,0,0.03168948723794097,0.3210428850579685,0.7656362705309738,15.052557345025358,5.774868662341393,0.18290159329378394,0.26012247949488526,0.8544022623135445,0.3487530371594687
user8374629,10.0,1320.0,2.0,0.0,33.0,earn while you sleep 💸,1,0.946,0.895,0.198,2.0,267.84,0.985,0.0455,0.288,0.0132
lisa_writes,461.0,55.0,11.0,9.0,5000.0,High school teacher | making STEM fun,0,0.048,0.355,0.952,11.0,4.433,0.075,0.2342,0.609,0.5178
lisa_writes,450.0,2.0,7.0,27.0,5000.0,High school teacher | making STEM fun,0,0.117,0.543,0.954,17.0,1.341,0.029,0.6651,0.783,0.2094
noah_films,0.0,113.67468517079104,10.736761875782022,2.512938838247506,5051.0044830161405,Developer | Open source enthusiast,0,0.04740102707480966,0.4939855561228959,0.7266045190707457,13.93725224519957,6.3726025700666655,0.07349523915635497,0.6804969425889704,0.746672986655774,0.5615364206950226
xXx_profit_xXx,12.0,967.0,0.0,0.0,38.0,Click link below 💰,1,0.687,0.978,0.359,2.0,275.98,0.967,0.0382,0.256,0.0369
sarah_smith,3012.0,6.0,68.0,25.0,3476.0,Dance teacher | choreographer,0,0.08,0.341,0.942,18.0,1.17,0.178,0.482,0.644,0.42
creative_dan,53.49781770598332,59.18420764315685,4.343019775977619,23.62453136796688,4879.676178328478,Traveler | 50+ countries visited,0,0.12887251480545253,0.39699482200939634,0.7389757336922181,15.658209237310022,6.893416234577195,0.01822245114035892,0.5807176222110293,0.9758541236171905,0.3812620362107651
nina_art,3.954619589012523,43.89031884102576,15.402041330369578,6.613663534518411,1704.8549550533755,Architect | sustainable design,0,0.07646140068779977,0.21082989097574387,0.6593741845833556,15.090485820409596,0.0,0.023220146875556822,0.5045265326714534,0.8629076552334682,0.15553038728792334
mark_adventure,140.95504373261994,0.0,5.2484292375462465,3.000938831724635,4377.425951619492,Architect | sustainable design,0,0.04485252656891177,0.4675529185489059,0.7154534056637825,12.817639657589737,0.0,0.03717761807872817,0.2505387610752397,0.7584302726161332,0.2703521780483388
mia_cooks,21.0,19.0,33.0,25.0,1748.0,Marketing professional | keynote speaker,0,0.111,0.278,0.959,17.0,3.132,0.039,0.6892,0.747,0.4791
nina_art,5.0,57.0,12.0,19.0,1965.0,Blogger | Lifestyle & wellness,0,0.137,0.103,0.788,16.0,4.028,0.113,0.6645,0.812,0.2134
zz_promo_zz,0.0,256.0,1.0,0.0,53.0,Click link below 💰,1,0.853,0.919,0.265,4.0,91.52,0.739,0.0889,0.071,0.0496
mark_adventure,14.0,79.0,1.0,10.0,1538.0,software engineer @ Google,0,0.124,0.549,0.883,13.0,2.946,0.073,0.6048,0.818,0.3315
luke_designs,434.0,45.0,18.0,17.0,3150.0,Blogger | Lifestyle & wellness,0,0.029,0.18,0.859,14.0,1.272,0.051,0.3963,0.987,0.3906
crypto_king_9999,16.26925439697574,566.5189369421857,2.5128670555678254,0.2916595262054233,0.0,earn $500/day 👇,1,0.6246940951184048,0.8678301642512585,0.09443112940915531,0.0925108198305189,285.0916253709123,0.7330367613681511,0.08785501150786205,0.19730302757909204,0.0308110602448865
zz_promo_zz,8.0,1693.0,0.0,0.0,11.0,FREE BTC airdrop → link in bio,1,0.854,0.922,0.351,1.0,238.0,0.743,0.0247,0.146,0.0055
olivia_draws,1.0,19.0,14.0,28.0,5000.0,Retired engineer | amateur astronomer,0,0.013,0.294,0.83,15.0,0.533,0.185,0.2228,0.921,0.1567
free_follower_bot,4.0,1909.0,1.0,0.0,55.0,official giveaway account,1,0.752,0.923,0.32,1.0,169.36,0.79,0.0115,0.067,0.0162
photo_by_anna,46.0,8.0,28.0,19.0,1871.0,Architect | sustainable design,0,0.068,0.405,0.684,14.0,2.063,0.16,0.2798,0.699,0.4781
q7w8e9r0t1y2,17.0,1802.0,1.0,0.0,16.0,,1,0.863,0.987,0.185,2.0,64.64,0.982,0.0768,0.033,0.0074
lisa_writes,12.0,7.0,6.0,29.0,2777.0,News journalist @NYT,0,0.101,0.109,0.924,17.0,1.958,0.004,0.5605,0.929,0.4468
1234567890ab,15.0,846.0,1.0,0.0,48.0,,1,0.854,0.881,0.346,1.0,174.17,0.907,0.0518,0.155,0.0232
emma.j,142.0,17.0,3.0,24.0,1264.0,Artist | Digital creator,0,0.019,0.544,0.719,11.0,1.396,0.045,0.6015,0.664,0.274
free_follower_bot,2.0,1653.0,2.0,0.0,32.0,NFT investor | crypto tips,1,0.723,0.938,0.137,3.0,199.68,0.781,0.0529,0.18,0.0445
mark_adventure,55.0,18.0,18.0,11.0,365.0,Data scientist | ML researcher,0,0.135,0.43,0.877,8.0,3.936,0.189,0.689,0.981,0.4066
xXx_profit_xXx,9.0,1631.0,0.0,0.0,11.0,crypto millionaire | teach you how,1,0.768,0.867,0.378,4.0,87.43,0.89,0.0147,0.3,0.0131
9182736450,8.0,711.0,1.0,0.0,8.0,FREE BTC airdrop → link in bio,1,0.816,0.928,0.298,1.0,278.73,0.848,0.0886,0.032,0.0065
a8f7d3k9p2,1.0,2654.0,0.0,0.0,58.0,NFT investor | crypto tips,1,0.673,0.965,0.169,4.0,90.17,0.896,0.091,0.062,0.0017
a8f7d3k9p2,6.0,631.0,1.0,0.0,7.0,NFT investor | crypto tips,1,0.679,0.933,0.314,1.0,79.3,0.939,0.0263,0.166,0.0299
zz_promo_zz,11.0,2098.0,0.0,0.0,56.0,promo available 📩,1,0.652,0.891,0.296,3.0,236.84,0.791,0.0323,0.061,0.0044
get_rich_88,11.0,2294.0,0.0,0.0,15.0,official giveaway account,1,0.87,0.899,0.154,3.0,57.77,0.773,0.0548,0.276,0.0026
acc29471838,0.0,1832.0766196132631,2.474200526296307,0.0,5.090016200416767,,0,0.8745719431475708,0.9149615152949616,0.2675338995636871,4.1599118272645,204.30229108359492,0.7551957411012113,0.06392713027686044,0.059596421052514524,0.031663149762517724
rachel_reads,22.0,74.0,5.0,27.0,367.0,Podcaster | interviewing founders,0,0.092,0.154,0.666,16.0,4.789,0.01,0.2631,0.777,0.3438
chris_builds,185.0,26.0,9.0,27.0,1912.0,Environmental activist,0,0.05,0.55,0.736,15.0,1.729,0.015,0.3587,0.848,0.3911
q7w8e9r0t1y2,18.0,213.0,0.0,0.0,43.0,,1,0.836,0.945,0.102,1.0,196.6,0.713,0.0381,0.275,0.0307
john_doe,35.0,15.0,1.0,7.0,3423.0,Artist | Digital creator,0,0.091,0.312,0.953,13.0,1.741,0.18,0.6827,0.944,0.5498
airdrop_winner99,14.070601544834666,1767.880794391839,2.183380247385169,0.11996452097615079,0.0,,1,0.6419432198093388,0.8852328611602563,0.2692319457908317,3.7364236340160235,118.79222315008568,0.8314414205163819,0.02218090618307659,0.16987393100499656,0.026089013108494867
rachel_reads,2.0,34.0,4.0,29.0,4761.0,Artist | Digital creator,0,0.112,0.277,0.964,14.0,3.335,0.008,0.2931,0.966,0.3104
earn_fast_2024,1.0,466.0,1.0,0.0,43.0,DM me to grow your account fast,1,0.856,0.955,0.216,4.0,271.21,0.745,0.0412,0.296,0.0261
bot_account_7,13.0,1466.0,2.0,0.0,20.0,crypto signals ✅ 99% win rate,1,0.645,0.985,0.28,1.0,95.66,0.848,0.0694,0.115,0.0058
grace_beauty,8.39437159201243,0.0,4.1219164838022575,22.920119776051884,2973.702130999711,fitness coach 💪 DM for training plans,0,0.03723642310042471,0.12341372777582539,0.9429589511878333,11.234743672851552,6.740205480187267,0.0232730094972448,0.2638838516548352,0.969607098237534,0.3876442935968754
code_master,11.0,85.0,27.0,22.0,5000.0,Blogger | Lifestyle & wellness,0,0.029,0.448,0.73,14.0,3.421,0.172,0.6975,0.745,0.2836
xXx_profit_xXx,16.093377324875366,610.308055819223,4.947277683590414,0.020188761554243796,25.924184976750663,NFT investor | crypto tips,1,0.6310316874117374,0.8950855385673202,0.34291748213450984,3.0198006215327067,283.96469272674716,0.773743596193226,0.05343168917918274,0.19105298374570892,0.014591361157275318
dev_pete,29.0,5.0,4.0,11.0,1380.0,Environmental activist,0,0.112,0.422,0.802,9.0,2.875,0.168,0.6819,0.705,0.3769
insta_boost_247,0.0,1299.0036417560523,0.4301883954539626,0.43381847464661366,18.751098424039462,,1,0.6970227565724336,0.9232801933892363,0.24470109543572216,3.6280698913608376,189.02943236386147,0.9185475172471806,0.045803663924136505,0.15701415315621714,0.024921190772731507
get_rich_88,10.0,1578.0,0.0,0.0,55.0,📈 passive income daily,1,0.766,0.907,0.1,1.0,157.04,0.947,0.0476,0.171,0.0116
zz_promo_zz,14.0,1627.0,1.0,0.0,31.0,FREE BTC airdrop → link in bio,1,0.611,0.875,0.28,3.0,288.05,0.823,0.0668,0.107,0.0232
sophia_teaches,11.0,24.0,36.0,23.0,2438.0,photographer | travel 📷,0,0.083,0.416,0.961,18.0,1.696,0.114,0.4246,0.839,0.3234
fit_jessica,9.0,19.0,12.0,2.0,3593.0,mom of 3 | foodie,0,0.146,0.175,0.658,13.0,3.594,0.033,0.3436,0.684,0.5553
code_master,1566.0,39.0,16.0,4.0,993.0,photographer | travel 📷,0,0.147,0.273,0.696,13.0,4.831,0.179,0.2201,0.802,0.2935
a8f7d3k9p2,13.0,1439.0,1.0,0.0,14.0,,1,0.66,0.863,0.179,3.0,246.0,0.707,0.0171,0.26,0.0103
bot_account_7,9.0,2996.0,0.0,0.0,7.0,,1,0.65,0.896,0.311,1.0,148.21,0.924,0.0941,0.067,0.0185
follow_back_101,15.0,602.0,2.0,0.0,14.0,promo available 📩,1,0.817,0.889,0.111,3.0,81.4,0.963,0.0521,0.137,0.0076
get_rich_88,1.0,431.0,0.0,0.0,28.0,♻️ repost to win $1000,1,0.723,0.869,0.218,4.0,176.8,0.777,0.0143,0.237,0.0068
f4f_master_99,18.0,1616.0,1.0,0.0,16.0,official giveaway account,1,0.774,0.947,0.177,3.0,263.77,0.801,0.0206,0.156,0.0329
xXx_profit_xXx,25.21640467353122,839.9919912580424,3.523507403218831,0.0,129.95234300677424,,1,0.7783557660331272,0.8946982421417425,0.1228608803497253,2.901035167996199,246.92355162992854,0.9557062341533793,0.011455300337936885,0.27492387227057236,0.028672791114743246
f4f_master_99,16.0,291.0,2.0,0.0,37.0,,1,0.658,0.971,0.393,1.0,150.05,0.858,0.046,0.166,0.0339
lisa_writes,51.0,3.0,25.0,13.0,5000.0,Wildlife photographer based in Kenya,0,0.139,0.16,0.851,18.0,1.841,0.127,0.2897,0.784,0.3824
zz_promo_zz,5.0,2871.0,0.0,0.0,32.0,earn $500/day 👇,1,0.881,0.965,0.195,3.0,237.18,0.703,0.0723,0.214,0.023
q7w8e9r0t1y2,8.0,2503.0,1.0,0.0,47.0,follow for follow back,1,0.927,0.964,0.118,4.0,105.7,0.703,0.0731,0.184,0.0102
olivia_draws,10.0,10.0,6.0,29.0,5000.0,Medical student | future doctor,0,0.031,0.207,0.964,16.0,3.363,0.056,0.4583,0.837,0.2235
sophia_teaches,21.0,71.0,1.0,21.0,1229.0,Data scientist | ML researcher,0,0.059,0.189,0.791,9.0,0.781,0.071,0.4833,0.782,0.3743
emma.j,19.185467876198757,107.9547381201652,5.78193228629003,23.856141786499713,515.2634932573819,Gaming streamer | Twitch partner,0,0.07672226780745986,0.4723885594810858,0.8287223352882213,13.717865872406163,0.06107628286033018,0.09547526546069071,0.3367121685426744,0.802564817405066,0.21359083168266177
follow_back_101,2.0,1651.0,1.0,0.0,15.0,,1,0.646,0.875,0.398,1.0,222.6,0.751,0.0214,0.171,0.0165
a8f7d3k9p2,17.0,534.0,0.0,0.0,41.0,,1,0.683,0.95,0.291,3.0,148.1,0.837,0.051,0.074,0.0151
f4f_master_99,19.0,2946.0,2.0,0.0,16.0,,1,0.724,0.85,0.366,4.0,93.56,0.708,0.0871,0.263,0.0002
daniel_f,15.0,41.0,5.0,26.0,1115.0,Developer | Open source enthusiast,0,0.146,0.479,0.879,16.0,2.713,0.159,0.2518,0.856,0.1728
mike_2023,6.166226339943279,11.507569328106198,20.041731137394805,24.686898727238773,4933.333927963094,Medical student | future doctor,0,0.11673293191525308,0.4845747975929901,0.7565334294784728,9.878873276164947,2.329081357083166,0.07389489479588679,0.3354175478431753,0.7066341078323178,0.5056705813556979
sarah_smith,71.0,16.0,9.0,12.0,5000.0,News journalist @NYT,0,0.016,0.188,0.828,15.0,3.179,0.083,0.5017,0.666,0.3828
mike_2023,82.0,26.0,17.0,21.0,3456.0,Podcaster | interviewing founders,0,0.116,0.442,0.845,8.0,3.932,0.081,0.6298,0.783,0.477
autoliker_pro,2.0,1142.0,0.0,0.0,7.0,promo available 📩,1,0.904,0.902,0.318,2.0,162.16,0.821,0.0483,0.024,0.0084
real_human_01234,6.0,1777.0,1.0,0.0,55.0,♻️ repost to win $1000,1,0.876,0.941,0.23,4.0,208.92,0.715,0.0235,0.031,0.0065
bot291847362,0.0,2709.0,1.0,0.0,22.0,,1,0.704,0.878,0.23,3.0,186.75,0.726,0.0811,0.251,0.0067
user8374629,16.0,1929.0,1.0,0.0,52.0,promo available 📩,1,0.831,0.9,0.222,4.0,79.92,0.746,0.0477,0.007,0.0267
emma.j,186.7274990305458,123.52118785339752,6.49021192244791,26.769199228955156,5040.671295424454,Nurse practitioner | women's health advocate,0,0.06147529844496701,0.32709412412951655,0.6803521536846917,18.685886139423506,0.0,0.16833962933084876,0.3827573949338724,0.8953670754151949,0.2744361948533385
amy_joy,39.0,28.0,16.0,7.0,1520.0,Blogger | Lifestyle & wellness,0,0.125,0.272,0.841,17.0,4.787,0.092,0.6276,0.782,0.1221
zz_promo_zz,3.0,294.0,1.0,0.0,41.0,promo available 📩,1,0.73,0.86,0.392,2.0,209.28,0.906,0.0578,0.022,0.034
airdrop_winner99,16.0,2427.0,0.0,0.0,27.0,📈 passive income daily,1,0.668,0.933,0.369,1.0,115.99,0.826,0.03,0.224,0.0076
bot_account_7,8.0,2591.0,2.0,0.0,21.0,crypto signals ✅ 99% win rate,1,0.831,0.958,0.315,4.0,176.37,0.963,0.0255,0.126,0.0331
amy_joy,37.0,12.0,115.0,10.0,365.0,Musician. Coffee addict.,0,0.094,0.232,0.951,12.0,2.975,0.2,0.6438,0.682,0.557
photo_by_anna,111.11277775346849,40.648857513026634,30.94905671098273,23.751389229273244,1202.47511114759,Teacher & lifelong learner,0,0.030917935899654858,0.4977899733685551,0.8864299753815542,14.188815598990487,0.0,0.17364323790426237,0.4220246998239697,0.7214166138863695,0.3337535320291896
airdrop_winner99,2.0,1477.0,0.0,0.0,9.0,,1,0.907,0.973,0.208,4.0,292.13,0.727,0.0738,0.057,0.0031
airdrop_winner99,18.0,1009.0,0.0,0.0,28.0,btc eth airdrop free coins,1,0.663,0.926,0.344,4.0,100.68,0.894,0.0908,0.087,0.0272
dev_pete,2.0,52.0,85.0,9.0,588.0,Nurse practitioner | women's health advocate,0,0.023,0.41,0.722,12.0,0.395,0.157,0.3817,0.821,0.4803
dev_pete,5.0,31.0,8.0,28.0,1024.0,Architect | sustainable design,0,0.001,0.519,0.652,13.0,3.656,0.14,0.286,0.838,0.3905
earn_fast_2024,7.309898426103004,701.1685873406927,0.0,0.2680233545653501,64.81842801021322,,1,0.9391017674906388,0.9147690093309045,0.38620685107339225,2.514030508064045,165.22376118135244,0.9755003360062964,0.0697452528000266,0.2571678705960807,0.039551837023997345
zz_promo_zz,2.0,2559.0,1.0,0.0,5.0,FREE BTC airdrop → link in bio,1,0.914,0.974,0.167,1.0,243.41,0.741,0.0905,0.266,0.0487
real_human_01234,15.0,1458.0,2.0,0.0,16.0,earn $500/day 👇,1,0.622,0.966,0.363,3.0,134.39,0.784,0.0324,0.162,0.0333
grace_beauty,10.0,62.0,8.0,1.0,3300.0,News journalist @NYT,0,0.029,0.539,0.949,15.0,3.457,0.131,0.2,0.693,0.1387
earn_fast_2024,12.0,2542.0,2.0,0.0,46.0,,1,0.949,0.87,0.203,3.0,266.73,0.725,0.0988,0.057,0.0467
mike_2023,17.0,43.0,8.0,13.0,365.0,Environmental activist,0,0.059,0.17,0.837,10.0,2.734,0.149,0.4217,0.646,0.3482
airdrop_winner99,15.0,2773.0,1.0,0.0,26.0,,1,0.63,0.957,0.325,4.0,250.66,0.759,0.0911,0.139,0.0305
john_doe,3.0,105.0,105.0,22.0,826.0,Entrepreneur | Founder @startup,0,0.038,0.139,0.909,15.0,1.799,0.172,0.3349,0.621,0.5657
noah_films,20.0,14.0,10.0,5.0,2097.0,Developer | Open source enthusiast,0,0.013,0.241,0.657,8.0,3.315,0.061,0.4394,0.972,0.1768
get_rich_88,12.0,2361.0,1.0,0.0,46.0,investment advisor DM me,1,0.9,0.943,0.276,4.0,77.38,0.768,0.0451,0.3,0.0104
photo_by_anna,13.0,14.0,46.0,12.0,595.0,Traveler | 50+ countries visited,0,0.043,0.304,0.828,8.0,2.327,0.171,0.3737,0.766,0.1499
john_doe,28.0,57.0,25.0,20.0,747.0,photographer | travel 📷,0,0.05,0.312,0.942,10.0,1.642,0.187,0.3002,0.895,0.268
airdrop_winner99,26.43176887988158,764.5024712178804,1.996777795084126,0.2971323513336214,165.58158553218692,earn $500/day 👇,1,0.768712167871093,0.9829296758714241,0.11634415932609043,1.9060374827449948,105.32200683776063,0.857064079642206,0.0,0.04451571342588366,0.03176070601473447
1234567890ab,0.0,1757.0406314113486,2.8026575470953783,0.2503419552896624,21.523809081630223,crypto signals ✅ 99% win rate,1,0.9028237024085877,0.9537733997038315,0.3149879277288232,3.8758695259347524,261.06576674879284,0.8466785422884188,0.08349462333554851,0.17432400744883464,0.02001521056234449
nina_art,119.0,22.0,5.0,26.0,1342.0,Architect | sustainable design,0,0.045,0.428,0.859,10.0,1.213,0.164,0.2901,0.85,0.1367
amy_joy,7.0,39.0,6.0,12.0,661.0,Fashion designer | PR welcome,0,0.046,0.506,0.981,16.0,4.513,0.1,0.5939,0.781,0.11
f4f_master_99,10.0,1043.0,1.0,0.0,15.0,📈 passive income daily,1,0.763,0.882,0.227,2.0,259.42,0.836,0.0524,0.211,0.0464
fit_jessica,20.0,34.0,42.0,4.0,3021.0,Environmental activist,1,0.037,0.396,0.87,17.0,1.192,0.063,0.5879,0.805,0.4498
get_rich_88,19.0,953.0,0.0,0.0,35.0,FREE BTC airdrop → link in bio,1,0.905,0.94,0.373,1.0,187.87,0.903,0.0684,0.184,0.0177
code_master,170.0,34.0,54.0,23.0,4155.0,Yoga instructor | wellness coach,0,0.036,0.244,0.933,14.0,2.58,0.05,0.2683,0.776,0.3734
olivia_draws,54.0,5.0,380.0,19.0,3062.0,Wildlife photographer based in Kenya,0,0.053,0.419,0.776,13.0,0.519,0.061,0.4283,0.942,0.2265
a8f7d3k9p2,12.0,2651.0,0.0,0.0,36.0,earn $500/day 👇,0,0.761,0.894,0.37,2.0,79.26,0.883,0.0817,0.1,0.0114
grace_beauty,6.0,20.0,4.0,26.0,976.0,mom of 3 | foodie,0,0.104,0.162,0.926,10.0,2.337,0.176,0.6877,0.837,0.4459
daniel_f,509.0,6.0,4.0,7.0,1422.0,Blogger | Lifestyle & wellness,0,0.08,0.407,0.818,18.0,0.742,0.127,0.558,0.904,0.2075
daniel_f,593.2974115101198,115.3592350634163,0.5041225469745327,4.473373834782595,5022.223990872137,fitness coach 💪 DM for training plans,0,0.07349792824504059,0.13370968813894551,0.8775270269985671,17.842579127098034,0.0,0.03893660510729548,0.3361162943648467,0.6291920827659727,0.6034248756208057
olivia_draws,33.0,25.0,6.0,2.0,1118.0,Data scientist | ML researcher,0,0.037,0.309,0.808,12.0,0.27,0.085,0.6687,0.81,0.5267
f4f_master_99,7.0,2384.0,1.0,0.0,56.0,♻️ repost to win $1000,1,0.687,0.918,0.102,1.0,160.09,0.877,0.0274,0.217,0.0332
mark_adventure,104.0,39.0,8.0,1.0,2347.0,Gaming streamer | Twitch partner,0,0.099,0.156,0.949,11.0,2.089,0.072,0.6051,0.898,0.5887
ethan_games,30.0,60.0,7.0,7.0,5000.0,Developer | Open source enthusiast,0,0.036,0.32,0.655,17.0,1.143,0.003,0.6547,0.85,0.1385
insta_boost_247,16.0,822.0,0.0,0.0,10.0,official giveaway account,1,0.837,0.989,0.391,1.0,198.99,0.782,0.0305,0.235,0.0186
alex_travel,54.0,24.0,110.0,26.0,365.0,Environmental activist,0,0.115,0.337,0.666,15.0,2.772,0.182,0.6753,0.839,0.4169
crypto_king_9999,18.0,2564.0,0.0,0.0,52.0,♻️ repost to win $1000,1,0.678,0.851,0.352,3.0,190.29,0.835,0.0715,0.127,0.0327
get_rich_88,14.0,360.0,0.0,0.0,4.0,FREE gift cards click here,1,0.823,0.967,0.147,3.0,283.4,0.713,0.0296,0.199,0.0317
airdrop_winner99,13.0,2188.0,0.0,0.0,12.0,btc eth airdrop free coins,1,0.855,0.869,0.372,2.0,132.7,0.807,0.0695,0.229,0.0321
zz_promo_zz,11.0,547.0,2.0,0.0,34.0,Click link below 💰,1,0.841,0.886,0.267,1.0,51.52,0.764,0.0194,0.183,0.0329
zz_promo_zz,1.0,1935.0,2.0,0.0,32.0,crypto millionaire | teach you how,1,0.667,0.9,0.36,2.0,97.24,0.847,0.0362,0.071,0.0196
insta_boost_247,19.0,1756.0,0.0,0.0,55.0,FREE gift cards click here,1,0.63,0.977,0.111,1.0,149.59,0.824,0.0714,0.148,0.005
zz_promo_zz,1.0,2886.0,0.0,0.0,1.0,promo available 📩,1,0.884,0.891,0.25,1.0,94.92,0.807,0.0147,0.234,0.0363
grace_beauty,104.0,42.0,32.0,9.0,1717.0,Freelance illustrator | art prints available,0,0.004,0.377,0.723,10.0,4.851,0.168,0.6014,0.958,0.1242
ben_codes,325.0,14.0,2.0,14.0,5000.0,News journalist @NYT,0,0.04,0.44,0.95,9.0,3.481,0.144,0.4756,0.782,0.159
f4f_master_99,15.0,920.0,2.0,0.0,37.0,♻️ repost to win $1000,1,0.84,0.934,0.151,4.0,103.48,0.956,0.0605,0.242,0.0305
nina_art,4.0,64.0,1.0,24.0,1414.0,Freelance illustrator | art prints available,0,0.065,0.136,0.957,13.0,2.48,0.16,0.6605,0.691,0.429
luke_designs,82.0,4.0,4.0,1.0,1146.0,fitness coach 💪 DM for training plans,0,0.051,0.491,0.824,8.0,2.052,0.043,0.5436,0.679,0.1428
ben_codes,60.0,4.0,25.0,29.0,5000.0,mom of 3 | foodie,0,0.145,0.363,0.658,15.0,4.099,0.044,0.419,0.677,0.1639
acc29471838,4.0,506.0,2.0,0.0,14.0,,1,0.696,0.877,0.312,4.0,212.09,0.731,0.0267,0.064,0.0356
photo_by_anna,4.0,11.0,88.0,26.0,1757.0,News journalist @NYT,0,0.077,0.43,0.735,14.0,2.449,0.195,0.5145,0.632,0.3989
paul_runs,9.0,22.0,4.0,4.0,2299.0,fitness coach 💪 DM for training plans,0,0.027,0.251,0.824,16.0,2.958,0.019,0.3493,0.92,0.5179
james_hikes,13.0,29.0,17.0,24.0,5000.0,Yoga instructor | wellness coach,0,0.126,0.45,0.658,14.0,2.063,0.053,0.5253,0.917,0.495
airdrop_winner99,12.0,591.0,2.0,0.0,15.0,,1,0.728,0.883,0.147,4.0,188.52,0.889,0.0724,0.231,0.0279
alex_travel,54.0,8.0,43.0,4.0,1552.0,Teacher & lifelong learner,1,0.071,0.329,0.911,8.0,1.222,0.16,0.3066,0.89,0.453
