username,followers,following,videos,bio,likes,is_verified,label
chef_marco,200,27,481,Nurse practitioner | women's health advocate,4997,0,0
lena_captures,200,56,119,Data scientist | ML researcher,8711,0,0
9182736450,147,7288,3,♻️ repost to win $1000,35,0,1
sarah_smith,311,103,54,Environmental activist 🌱,6701,0,0
earn_fast_2024,30,9394,1,Click link below 💰,40,0,1
creative_dan,190414,32,0,🔞 link in bio,358,0,1
jeffbezos,22506228,329,1347,CEO @Fortune500 | Author | Speaker,702358770,1,0
lena_captures,172888,6,5,📈 passive income daily,634,0,1
99882736450,2165,8421,646,,339,0,1
zz_promo_zz,6467,9282,4205,follow for follow back,484,0,1
emma.j,444695,37,1,🔞 link in bio,312,0,1
tradebot_fx,1493,5247,4470,Real estate investor | DM for passive income secrets,268,0,1
amy_joy,245014,46,7,NFT investor | crypto tips,669,0,1
mindful_maya,406242,35,6,📈 passive income daily,774,0,1
grace_beauty,612,168,420,Entrepreneur | Founder @startup,8377,0,0
the_real_sam,200,36,251,Traveler | 50+ countries visited ✈️,2225,0,0
free_follower_bot,3119,7621,715,,408,0,1
the_real_sam,1363,252,84,Data scientist | ML researcher,42354,0,0
bot_account_7,16,8547,4,FREE BTC airdrop → link in bio,4,0,1
kyliejenner,58225361,106,3438,Hollywood actor | Upcoming: Summer Blockbuster 2025,3669949177,1,0
bot_account_7,6951,5158,670,Click link below 💰,212,0,1
zz_promo_zz,101,4085,4,,77,0,1
mark_adventure,244,24,12,Fashion designer | PR welcome,8531,0,0
lisa_writes,202,19,495,Podcaster | interviewing founders,2110,0,0
get_rich_88,107,9828,2,NFT investor | crypto tips,21,0,1
kimkardashian,66762979,272,4176,Oscar-winning director | Production company: @StudioX,6029265067,1,0
mike_2023,200,9,240,High school teacher | making STEM fun,3661,0,0
john_doe,200,81,441,mom of 3 | foodie 🍕,9074,0,0
free_followers_now,1621,5577,1378,,108,0,1
user8374629,115,5645,4,📈 passive income daily,59,0,1
airdrop_winner99,54,8769,1,,98,0,1
everyday_elena,223921,2,3,btc eth airdrop free coins,800,0,1
beyonce,48352586,25,2387,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,3158951539,1,0
nina_art,24954,33,6,,571,0,1
kimkardashian,136374401,436,2291,International supermodel | Agency: IMG Models,2412694264,1,0
tradebot_fx,0,5209,3,♻️ repost to win $1000,27,0,1
a8f7d3k9p2,9346,8992,4746,,417,0,1
mindful_maya,200,39,385,Teacher & lifelong learner 📚,4972,0,0
user8374629,54,9985,0,crypto signals ✅ 99% win rate,77,0,1
zz_promo_zz,57,5657,1,🔞 link in bio,59,0,1
dev_pete,750,178,198,Yoga instructor | wellness coach 🧘,5771,0,0
john_doe,897,119,327,Dance teacher | choreographer,41870,0,0
chef_marco,200,70,247,Data scientist | ML researcher,5553,0,0
nasa,95605201,452,3244,Hollywood actor | Upcoming: Summer Blockbuster 2025,4037818298,1,0
alex_travel,471573,1,4,FREE BTC airdrop → link in bio,861,0,1
grace_beauty,318,104,291,Artist | Digital creator ✨,12830,0,0
chef_marco,482,46,460,Freelance illustrator | art prints available,12224,0,0
follow_back_101,8863,7985,4678,FREE BTC airdrop → link in bio,483,0,1
a8f7d3k9p2,2438,7872,2002,investment advisor DM me,426,0,1
alex_travel,200,56,62,Dog lover 🐾 | Hiking | Books,2486,0,0
photo_by_anna,200,97,342,Blogger | Lifestyle & wellness,7622,0,0
taylorswift,140232438,13,2580,Nobel Peace Prize laureate | Activist,12872837183,1,0
daniel_f,593,147,177,Fashion designer | PR welcome,20801,0,0
lena_captures,200,69,410,Artist | Digital creator ✨,5697,0,0
9182736450,2864,6097,727,DM me to grow your account fast,170,0,1
emma.j,200,95,474,photographer | travel 📷,9060,0,0
tradebot_fx,73,9682,2,DM me to grow your account fast,56,0,1
acc29471838,48,4297,4,📈 passive income daily,53,0,1
journeys_with_kai,200,27,36,Musician. Coffee addict. ☕,1791,0,0
q7w8e9r0t1y2,126,4308,0,,4,0,1
emma.j,200,86,269,Medical student | future doctor 🩺,7722,0,0
john_doe,200,51,347,News journalist @NYT,2564,0,0
john_doe,435047,0,3,promo available 📩,578,0,1
nft_dropper_69,109,4813,4,NFT investor | crypto tips,38,0,1
nina_art,426512,47,4,,744,0,1
b.scott.official,200,47,207,Marketing professional | keynote speaker,9181,0,0
nina_art,72451,12,3,DM me to grow your account fast,892,0,1
journeys_with_kai,200,25,124,Architect | sustainable design,5272,0,0
earn_fast_2024,56,8313,0,FREE BTC airdrop → link in bio,21,0,1
follow_back_101,47,4963,4,,21,0,1
lena_captures,200,32,257,UX designer @Meta,7130,0,0
paul_runs,421539,22,9,crypto signals ✅ 99% win rate,744,0,1
elonmusk,99441310,244,1951,Iconic musician 🎸 | 40+ years on stage,8209814450,1,0
chef_marco,73097,6,4,Click link below 💰,164,0,1
bot_account_7,8689,7730,4144,promo available 📩,118,0,1
surf_with_evan,384,9,213,High school teacher | making STEM fun,17089,0,0
daniel_f,308,117,409,Freelance illustrator | art prints available,11282,0,0
creative_dan,200,88,463,News journalist @NYT,9378,0,0
airdrop_winner99,32,3422,3,DM me to grow your account fast,12,0,1
the_real_sam,621,215,226,Blogger | Lifestyle & wellness,10838,0,0
botanist_beth,200,6,419,Medical student | future doctor 🩺,3723,0,0
therock,38031291,388,1624,Hollywood actor | Upcoming: Summer Blockbuster 2025,1842666033,1,0
1234567890ab,4711,7243,1988,earn $500/day 👇,62,0,1
chris_builds,243858,5,2,earn $500/day 👇,258,0,1
arianagrande,133378122,406,4292,CEO @Fortune500 | Author | Speaker,11067099140,1,0
acc29471838,197,7992,4,Real estate investor | DM for passive income secrets,25,0,1
xXx_profit_xXx,154,4999,0,Click link below 💰,95,0,1
follow_back_101,6765,9474,4318,♻️ repost to win $1000,432,0,1
nina_art,286446,23,7,,490,0,1
1234567890ab,9728,9058,1802,DM me to grow your account fast,32,0,1
dev_pete,200,67,143,Traveler | 50+ countries visited ✈️,2892,0,0
user8374629,159,3568,1,,98,0,1
user8374629,7592,8355,3612,,125,0,1
paul_runs,372,82,214,Retired engineer | amateur astronomer 🔭,14984,0,0
q7w8e9r0t1y2,7537,5435,3287,Get free followers — click bio link,408,0,1
paul_runs,430635,29,0,investment advisor DM me,505,0,1
9182736450,63,7736,4,Real estate investor | DM for passive income secrets,93,0,1
tom_techie,257,61,199,Environmental activist 🌱,1653,0,0
user8374629,134,8829,4,Get free followers — click bio link,11,0,1
bot_account_7,156,4061,4,NFT investor | crypto tips,72,0,1
amy_joy,84845,30,3,♻️ repost to win $1000,327,0,1
nft_dropper_69,2492,9104,1721,,197,0,1
follow_back_101,8108,9978,755,,374,0,1
botanist_beth,786,341,330,Medical student | future doctor 🩺,20134,0,0
photo_by_anna,200,5,270,Blogger | Lifestyle & wellness,7482,0,0
q7w8e9r0t1y2,9485,8096,4862,btc eth airdrop free coins,17,0,1
sarah_smith,359982,17,2,promo available 📩,798,0,1
everyday_elena,200,46,277,Musician. Coffee addict. ☕,5944,0,0
code_master,217,103,323,Chef | Recipe creator 🍳,3181,0,0
chris_builds,200,86,159,UX designer @Meta,5438,0,0
a8f7d3k9p2,162,8111,4,DM me to grow your account fast,64,0,1
journeys_with_kai,496,188,395,Traveler | 50+ countries visited ✈️,18456,0,0
airdrop_winner99,168,8672,3,earn $500/day 👇,35,0,1
chris_builds,200,5,96,Nurse practitioner | women's health advocate,5915,0,0
xXx_profit_xXx,7027,9624,4985,Get free followers — click bio link,57,0,1
taylorswift,84536874,455,4598,World #1 tennis player 🎾 | Foundation: @AidFundation,1725079705,1,0
fit_jessica,391,103,206,Environmental activist 🌱,2964,0,0
beyonce,148124980,364,2064,Official account. For business: manager@agency.com,9228091344,1,0
tom_techie,799,180,96,Chef | Recipe creator 🍳,23893,0,0
a8f7d3k9p2,8882,5030,844,promo available 📩,12,0,1
acc29471838,4897,8613,891,📈 passive income daily,69,0,1
the_real_sam,200,73,68,software engineer @ Google,7261,0,0
amy_joy,462,54,316,Fashion designer | PR welcome,12938,0,0
b.scott.official,200,83,263,High school teacher | making STEM fun,3745,0,0
neymarjr,38776608,450,997,Professional athlete | Team captain | Brand ambassador,1277882451,1,0
amy_joy,200,50,60,mom of 3 | foodie 🍕,2692,0,0
john_doe,200,48,123,Nurse practitioner | women's health advocate,3587,0,0
1234567890ab,5703,5961,4169,promo available 📩,183,0,1
q7w8e9r0t1y2,2863,8140,4201,♻️ repost to win $1000,397,0,1
creative_dan,200,51,252,mom of 3 | foodie 🍕,5918,0,0
jeffbezos,141445519,90,3628,Nobel Peace Prize laureate | Activist,10658563481,1,0
taylorswift,61698600,225,1480,World #1 tennis player 🎾 | Foundation: @AidFundation,4463819673,1,0
b.scott.official,615,106,73,Entrepreneur | Founder @startup,11434,0,0
elonmusk,63905467,64,1827,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,2677188389,1,0
john_doe,200,70,373,Environmental activist 🌱,2847,0,0
b.scott.official,226735,17,1,crypto signals ✅ 99% win rate,152,0,1
creative_dan,260303,49,7,Get free followers — click bio link,199,0,1
photo_by_anna,200,21,430,Medical student | future doctor 🩺,1194,0,0
airdrop_winner99,0,5452,0,NFT investor | crypto tips,88,0,1
1234567890ab,3145,5661,1789,NFT investor | crypto tips,164,0,1
tradebot_fx,9913,8210,3424,📈 passive income daily,65,0,1
photo_by_anna,343628,20,8,📈 passive income daily,313,0,1
the_real_sam,248,53,366,Freelance illustrator | art prints available,9657,0,0
daniel_f,200,68,203,Retired engineer | amateur astronomer 🔭,8641,0,0
beyonce,143959587,420,120,International supermodel | Agency: IMG Models,3658104993,1,0
b.scott.official,629,212,347,Wildlife photographer based in Kenya,6648,0,0
sarah_smith,389,186,173,Freelance illustrator | art prints available,7436,0,0
lena_captures,880,159,359,Traveler | 50+ countries visited ✈️,5980,0,0
earn_fast_2024,4396,6901,1362,🔞 link in bio,416,0,1
acc29471838,8452,8335,1463,,150,0,1
photo_by_anna,233,8,313,Chef | Recipe creator 🍳,5943,0,0
justinbieber,58281531,238,4787,Nobel Peace Prize laureate | Activist,4031922658,1,0
get_rich_88,9495,8167,2105,Click link below 💰,288,0,1
tom_techie,200,82,53,Freelance illustrator | art prints available,7224,0,0
q7w8e9r0t1y2,94,8353,3,,92,0,1
fcbarcelona,140076994,339,3371,Grammy-winning artist 🎵 | New album out now,13893567583,1,0
crypto_king_9999,965,9547,3042,follow for follow back,376,0,1
free_followers_now,6676,7391,4715,,470,0,1
chef_marco,367,120,155,Podcaster | interviewing founders,18149,0,0
kimkardashian,20814554,59,1812,Fashion icon | Creative Director @LuxuryBrand,458669216,1,0
emma.j,200,19,439,Yoga instructor | wellness coach 🧘,3596,0,0
mike_2023,732,34,95,Retired engineer | amateur astronomer 🔭,33995,0,0
amy_joy,200,74,273,Teacher & lifelong learner 📚,7281,0,0
sarah_smith,1837,489,266,mom of 3 | foodie 🍕,15573,0,0
airdrop_winner99,3554,7727,4804,,29,0,1
b.scott.official,216,61,399,Yoga instructor | wellness coach 🧘,4862,0,0
tradebot_fx,4788,9551,2597,Click link below 💰,200,0,1
q7w8e9r0t1y2,9122,6215,1381,NFT investor | crypto tips,181,0,1
fit_jessica,414,8,155,photographer | travel 📷,14329,0,0
earn_fast_2024,114,7108,4,Click link below 💰,39,0,1
earn_fast_2024,7024,5274,855,DM me to grow your account fast,310,0,1
earn_fast_2024,5213,6488,782,,273,0,1
lisa_writes,200,45,126,photographer | travel 📷,1854,0,0
mark_adventure,488,37,300,Traveler | 50+ countries visited ✈️,23665,0,0
fit_jessica,201456,42,0,,410,0,1
botanist_beth,217015,44,6,DM me to grow your account fast,276,0,1
creative_dan,61466,0,3,Get free followers — click bio link,85,0,1
sarah_smith,525,186,350,Marketing professional | keynote speaker,8583,0,0
99882736450,48,9041,0,btc eth airdrop free coins,25,0,1
1234567890ab,8571,8630,614,Click link below 💰,36,0,1
creative_dan,850,206,313,Podcaster | interviewing founders,25642,0,0
mike_2023,200,87,315,mom of 3 | foodie 🍕,4938,0,0
lena_captures,200,42,136,mom of 3 | foodie 🍕,9329,0,0
grace_beauty,200,43,288,UX designer @Meta,6669,0,0
john_doe,183752,31,0,crypto signals ✅ 99% win rate,779,0,1
grace_beauty,240472,19,4,promo available 📩,273,0,1
dev_pete,200,51,164,Gaming streamer | Twitch partner 🎮,4776,0,0
bot_account_7,5099,5744,986,♻️ repost to win $1000,25,0,1
crypto_king_9999,81,4767,0,NFT investor | crypto tips,6,0,1
kyliejenner,85462826,214,236,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,3207896360,1,0
acc29471838,89,5784,1,follow for follow back,37,0,1
nina_art,200,68,87,Musician. Coffee addict. ☕,3208,0,0
xXx_profit_xXx,9978,9132,3989,,443,0,1
user8374629,113,6085,3,NFT investor | crypto tips,33,0,1
nasa,79824783,127,4259,Oscar-winning director | Production company: @StudioX,6091120236,1,0
journeys_with_kai,50760,7,9,,984,0,1
neymarjr,110643680,8,3456,Official account. For business: manager@agency.com,7272833092,1,0
acc29471838,160,5054,0,,44,0,1
neymarjr,44376297,119,2708,World #1 tennis player 🎾 | Foundation: @AidFundation,1007188956,1,0
nina_art,1264,324,331,Data scientist | ML researcher,13422,0,0
grace_beauty,200,87,339,Wildlife photographer based in Kenya,7488,0,0
free_follower_bot,185,4237,3,NFT investor | crypto tips,12,0,1
taylorswift,141902665,59,238,Grammy-winning artist 🎵 | New album out now,7263286737,1,0
1234567890ab,169,8066,0,,71,0,1
follow_back_101,5336,8642,1346,,447,0,1
free_follower_bot,2222,6794,608,,1,0,1
free_followers_now,1397,6109,3028,🔞 link in bio,92,0,1
9182736450,100,7019,2,DM me to grow your account fast,28,0,1
botanist_beth,392,64,41,High school teacher | making STEM fun,5242,0,0
nina_art,250566,36,6,NFT investor | crypto tips,439,0,1
mark_adventure,247510,14,6,,743,0,1
get_rich_88,7246,6921,3297,FREE BTC airdrop → link in bio,364,0,1
user8374629,3851,6455,3468,Click link below 💰,298,0,1
chef_marco,384420,47,4,crypto signals ✅ 99% win rate,329,0,1
sarah_smith,200,49,436,photographer | travel 📷,2726,0,0
creative_dan,200,66,277,Architect | sustainable design,1512,0,0
get_rich_88,3443,7210,2447,btc eth airdrop free coins,417,0,1
tom_techie,232,112,279,Traveler | 50+ countries visited ✈️,1725,0,0
chef_marco,506,177,491,Wildlife photographer based in Kenya,4063,0,0
everyday_elena,468548,17,3,promo available 📩,113,0,1
crypto_king_9999,42,5468,3,btc eth airdrop free coins,16,0,1
xXx_profit_xXx,9174,9244,4370,Get free followers — click bio link,165,0,1
real_human_01234,41,4333,0,,97,0,1
paul_runs,471,114,57,Data scientist | ML researcher,21348,0,0
code_master,216,99,277,Traveler | 50+ countries visited ✈️,8354,0,0
nina_art,21439,4,4,Click link below 💰,921,0,1
tradebot_fx,105,3223,1,earn $500/day 👇,9,0,1
elonmusk,128238700,329,2236,Nobel Peace Prize laureate | Activist,2754517056,1,0
nike,123515067,438,4663,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,4303028690,1,0
amy_joy,326288,19,7,,379,0,1
dev_pete,200,55,14,Developer | Open source enthusiast,4772,0,0
fit_jessica,200,98,349,Environmental activist 🌱,4164,0,0
kyliejenner,48433694,209,3741,Grammy-winning artist 🎵 | New album out now,1351565213,1,0
emma.j,967,197,109,Retired engineer | amateur astronomer 🔭,7628,0,0
tom_techie,200,12,139,Medical student | future doctor 🩺,2202,0,0
everyday_elena,378,7,120,Wildlife photographer based in Kenya,13976,0,0
real_human_01234,7449,7689,4015,follow for follow back,499,0,1
everyday_elena,200,5,306,Dog lover 🐾 | Hiking | Books,4963,0,0
billgates,55289891,169,4637,Nobel Peace Prize laureate | Activist,727095863,1,0
nft_dropper_69,1,7502,4,,2,0,1
creative_dan,200,60,470,mom of 3 | foodie 🍕,8128,0,0
chef_marco,247,67,235,fitness coach 💪 DM for plans,10532,0,0
paul_runs,200,34,337,Traveler | 50+ countries visited ✈️,1562,0,0
realmadrid,84251463,450,1597,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,6948832359,1,0
creative_dan,446446,38,9,FREE BTC airdrop → link in bio,928,0,1
kyliejenner,124343416,338,2719,CEO @Fortune500 | Author | Speaker,9519499078,1,0
alex_travel,200,41,134,Marketing professional | keynote speaker,9897,0,0
lena_captures,200,94,466,Blogger | Lifestyle & wellness,2945,0,0
natgeo,7374987,227,1580,Official account. For business: manager@agency.com,581300734,1,0
oprah,91303414,369,1924,Professional athlete | Team captain | Brand ambassador,4539214371,1,0
creative_dan,480,9,95,Data scientist | ML researcher,18765,0,0
1234567890ab,8036,5104,3267,crypto signals ✅ 99% win rate,43,0,1
photo_by_anna,395049,42,5,NFT investor | crypto tips,736,0,1
lisa_writes,316,11,395,Gaming streamer | Twitch partner 🎮,8658,0,0
chef_marco,573,133,154,High school teacher | making STEM fun,4531,0,0
get_rich_88,6006,7803,2405,♻️ repost to win $1000,444,0,1
crypto_king_9999,113,6034,4,DM me to grow your account fast,46,0,1
mindful_maya,115873,18,4,,535,0,1
tom_techie,200,76,209,Wildlife photographer based in Kenya,1877,0,0
grace_beauty,200,5,419,Fashion designer | PR welcome,9567,0,0
cristiano,63891893,171,3708,CEO @Fortune500 | Author | Speaker,2958343672,1,0
mindful_maya,200,40,290,software engineer @ Google,1396,0,0
earn_fast_2024,1845,8303,3177,FREE BTC airdrop → link in bio,97,0,1
mark_adventure,132420,39,6,crypto signals ✅ 99% win rate,370,0,1
get_rich_88,177,4663,1,btc eth airdrop free coins,3,0,1
grace_beauty,383,173,139,Teacher & lifelong learner 📚,7563,0,0
photo_by_anna,318213,42,6,,671,0,1
sarah_smith,6335,842,325,Teacher & lifelong learner 📚,147508,0,0
free_followers_now,76,4765,3,🔞 link in bio,75,0,1
code_master,286656,1,1,📈 passive income daily,77,0,1
1234567890ab,74,7381,4,investment advisor DM me,90,0,1
sarah_smith,1252,366,364,Developer | Open source enthusiast,41733,0,0
mindful_maya,158100,35,7,FREE BTC airdrop → link in bio,30,0,1
beyonce,62507422,223,2154,World #1 tennis player 🎾 | Foundation: @AidFundation,3289860465,1,0
user8374629,2642,5650,4587,promo available 📩,267,0,1
nike,104162245,70,2095,CEO @Fortune500 | Author | Speaker,6363147532,1,0
botanist_beth,200,46,316,Podcaster | interviewing founders,9367,0,0
real_human_01234,93,3950,1,Get free followers — click bio link,15,0,1
emma.j,307315,9,8,earn $500/day 👇,10,0,1
grace_beauty,454,178,262,Podcaster | interviewing founders,11983,0,0
q7w8e9r0t1y2,194,9803,2,Click link below 💰,41,0,1
daniel_f,200,61,161,fitness coach 💪 DM for plans,9698,0,0
free_follower_bot,90,4863,1,,18,0,1
99882736450,105,5924,1,Get free followers — click bio link,71,0,1
real_human_01234,25,7841,0,earn $500/day 👇,90,0,1
mark_adventure,275433,17,7,♻️ repost to win $1000,129,0,1
lisa_writes,200,5,464,Fashion designer | PR welcome,3311,0,0
q7w8e9r0t1y2,144,4256,4,crypto signals ✅ 99% win rate,82,0,1
earn_fast_2024,5926,7364,2118,investment advisor DM me,384,0,1
taylorswift,119410348,450,595,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,8291282340,1,0
arianagrande,75702266,394,2562,Official account. For business: manager@agency.com,4599769678,1,0
kyliejenner,29197608,374,1580,World #1 tennis player 🎾 | Foundation: @AidFundation,1288255924,1,0
selenagomez,117815306,181,213,Oscar-winning director | Production company: @StudioX,2517977254,1,0
free_followers_now,107,5063,0,earn $500/day 👇,53,0,1
justinbieber,134462228,350,1224,International supermodel | Agency: IMG Models,11668951600,1,0
tom_techie,367,144,340,High school teacher | making STEM fun,5954,0,0
neymarjr,136469116,310,4089,Professional athlete | Team captain | Brand ambassador,12721191184,1,0
earn_fast_2024,48,8487,2,FREE BTC airdrop → link in bio,77,0,1
q7w8e9r0t1y2,2826,7998,4378,,3,0,1
everyday_elena,365362,40,5,NFT investor | crypto tips,583,0,1
b.scott.official,273442,32,5,♻️ repost to win $1000,432,0,1
a8f7d3k9p2,176,6680,3,crypto signals ✅ 99% win rate,43,0,1
tim_cook,136657730,133,4448,Oscar-winning director | Production company: @StudioX,4611412095,1,0
nike,109421489,469,311,Iconic musician 🎸 | 40+ years on stage,5341443273,1,0
chef_marco,1547,635,290,Gaming streamer | Twitch partner 🎮,26086,0,0
tom_techie,200,43,377,Artist | Digital creator ✨,8466,0,0
tim_cook,126738025,263,4815,Fashion icon | Creative Director @LuxuryBrand,9663255923,1,0
jeffbezos,149805566,465,4972,World #1 tennis player 🎾 | Foundation: @AidFundation,3578889584,1,0
free_follower_bot,11,6351,3,Click link below 💰,85,0,1
alex_travel,15093,29,3,📈 passive income daily,320,0,1
lisa_writes,200,5,84,Entrepreneur | Founder @startup,3041,0,0
photo_by_anna,200,83,388,Retired engineer | amateur astronomer 🔭,9899,0,0
paul_runs,200,92,473,Dog lover 🐾 | Hiking | Books,3633,0,0
1234567890ab,6066,5296,2189,♻️ repost to win $1000,379,0,1
nina_art,200,74,18,fitness coach 💪 DM for plans,3692,0,0
amy_joy,222663,10,0,,819,0,1
kimkardashian,45746848,260,3183,CEO @Fortune500 | Author | Speaker,3059656361,1,0
lisa_writes,253,29,394,Entrepreneur | Founder @startup,2503,0,0
q7w8e9r0t1y2,195,5816,4,earn $500/day 👇,52,0,1
emma.j,200,86,317,fitness coach 💪 DM for plans,8374,0,0
xXx_profit_xXx,2958,5702,2383,DM me to grow your account fast,351,0,1
mindful_maya,200,88,40,Gaming streamer | Twitch partner 🎮,6773,0,0
9182736450,133,7833,3,DM me to grow your account fast,52,0,1
q7w8e9r0t1y2,5112,9780,949,FREE BTC airdrop → link in bio,411,0,1
nasa,17324191,379,575,Oscar-winning director | Production company: @StudioX,937262610,1,0
xXx_profit_xXx,5484,5182,2998,🔞 link in bio,104,0,1
daniel_f,209,79,432,Traveler | 50+ countries visited ✈️,6617,0,0
mike_2023,874,323,109,fitness coach 💪 DM for plans,10472,0,0
get_rich_88,7282,6038,4926,NFT investor | crypto tips,76,0,1
99882736450,6703,5232,4422,,473,0,1
arianagrande,33381060,22,2756,Oscar-winning director | Production company: @StudioX,3049290746,1,0
creative_dan,1708,803,44,High school teacher | making STEM fun,29673,0,0
beyonce,78194953,121,2310,Official account. For business: manager@agency.com,4823569133,1,0
mark_adventure,200,62,395,fitness coach 💪 DM for plans,4178,0,0
real_human_01234,8219,6094,2742,,334,0,1
earn_fast_2024,5497,6123,4929,earn $500/day 👇,372,0,1
xXx_profit_xXx,34,3308,2,,53,0,1
alex_travel,200,74,296,Marketing professional | keynote speaker,9511,0,0
9182736450,87,7332,2,crypto signals ✅ 99% win rate,63,0,1
fit_jessica,331052,25,1,FREE BTC airdrop → link in bio,984,0,1
lena_captures,117817,20,7,earn $500/day 👇,770,0,1
creative_dan,175752,22,6,,721,0,1
photo_by_anna,275,131,158,software engineer @ Google,5393,0,0
photo_by_anna,252,44,186,Teacher & lifelong learner 📚,5881,0,0
photo_by_anna,200,56,476,Data scientist | ML researcher,4811,0,0
selenagomez,102497263,321,2423,World #1 tennis player 🎾 | Foundation: @AidFundation,6151485276,1,0
lisa_writes,144767,47,6,,578,0,1
grace_beauty,233,64,202,Traveler | 50+ countries visited ✈️,5093,0,0
user8374629,23,7590,2,promo available 📩,16,0,1
1234567890ab,7348,7363,1028,Real estate investor | DM for passive income secrets,143,0,1
justinbieber,11347391,156,3403,Fashion icon | Creative Director @LuxuryBrand,1059237491,1,0
paul_runs,200,5,434,Medical student | future doctor 🩺,4042,0,0
emma.j,675,9,252,UX designer @Meta,29261,0,0
daniel_f,200,60,204,Nurse practitioner | women's health advocate,6804,0,0
chris_builds,363944,31,9,♻️ repost to win $1000,364,0,1
xXx_profit_xXx,75,5176,3,Get free followers — click bio link,71,0,1
alex_travel,459170,5,4,Click link below 💰,425,0,1
nike,73028101,297,4919,Grammy-winning artist 🎵 | New album out now,4974342611,1,0
everyday_elena,373835,3,9,📈 passive income daily,839,0,1
taylorswift,46088665,11,2798,Official account. For business: manager@agency.com,1314778842,1,0
botanist_beth,76735,9,4,crypto signals ✅ 99% win rate,463,0,1
fit_jessica,269442,21,2,Get free followers — click bio link,809,0,1
code_master,200,19,194,Fashion designer | PR welcome,5884,0,0
real_human_01234,141,9628,4,Get free followers — click bio link,59,0,1
mark_adventure,200,97,56,Entrepreneur | Founder @startup,9192,0,0
99882736450,3028,9535,3975,Click link below 💰,313,0,1
lena_captures,391022,3,9,,911,0,1
kyliejenner,126116651,259,804,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,4120298817,1,0
xXx_profit_xXx,4460,6356,4993,FREE BTC airdrop → link in bio,196,0,1
daniel_f,263,6,316,Dance teacher | choreographer,7600,0,0
alex_travel,1082,309,487,Retired engineer | amateur astronomer 🔭,11518,0,0
user8374629,8482,6784,4492,,201,0,1
jeffbezos,55390285,386,161,World #1 tennis player 🎾 | Foundation: @AidFundation,1609025900,1,0
a8f7d3k9p2,162,4847,3,investment advisor DM me,42,0,1
follow_back_101,5406,5562,3756,FREE BTC airdrop → link in bio,42,0,1
the_real_sam,363,27,56,Architect | sustainable design,13393,0,0
zz_promo_zz,6557,7024,2161,investment advisor DM me,139,0,1
lena_captures,242169,45,8,,537,0,1
everyday_elena,414,138,55,Retired engineer | amateur astronomer 🔭,6897,0,0
q7w8e9r0t1y2,25,9769,3,📈 passive income daily,41,0,1
lisa_writes,1234,259,315,Architect | sustainable design,10275,0,0
code_master,101219,49,2,,798,0,1
alex_travel,87848,10,6,FREE BTC airdrop → link in bio,11,0,1
journeys_with_kai,731,94,186,Architect | sustainable design,13346,0,0
emma.j,1108,443,478,Artist | Digital creator ✨,23525,0,0
chef_marco,200,88,107,UX designer @Meta,5370,0,0
sarah_smith,471,83,8,Blogger | Lifestyle & wellness,18257,0,0
tom_techie,478247,17,1,NFT investor | crypto tips,359,0,1
user8374629,704,8420,2381,Get free followers — click bio link,384,0,1
justinbieber,7097189,392,916,CEO @Fortune500 | Author | Speaker,249595233,1,0
zz_promo_zz,1902,9388,682,promo available 📩,232,0,1
paul_runs,445007,29,4,FREE BTC airdrop → link in bio,460,0,1
b.scott.official,269,96,6,Teacher & lifelong learner 📚,8668,0,0
a8f7d3k9p2,9034,5186,4574,crypto signals ✅ 99% win rate,301,0,1
journeys_with_kai,257,126,248,Medical student | future doctor 🩺,5892,0,0
zz_promo_zz,119,6519,1,FREE BTC airdrop → link in bio,82,0,1
billgates,101171200,373,2616,Oscar-winning director | Production company: @StudioX,6021000255,1,0
get_rich_88,106,9743,3,Get free followers — click bio link,84,0,1
grace_beauty,259,32,343,UX designer @Meta,1808,0,0
99882736450,1225,6408,3627,follow for follow back,145,0,1
free_follower_bot,113,5042,1,,41,0,1
justinbieber,20471637,21,4210,Hollywood actor | Upcoming: Summer Blockbuster 2025,311953197,1,0
tim_cook,144288179,403,3943,World #1 tennis player 🎾 | Foundation: @AidFundation,6346715012,1,0
photo_by_anna,200,79,380,Architect | sustainable design,2652,0,0
dev_pete,200,62,404,Nurse practitioner | women's health advocate,5166,0,0
nft_dropper_69,1275,5632,4777,♻️ repost to win $1000,318,0,1
creative_dan,200,17,340,Chef | Recipe creator 🍳,3255,0,0
alex_travel,80178,26,9,Click link below 💰,629,0,1
sarah_smith,364874,24,3,crypto signals ✅ 99% win rate,479,0,1
99882736450,33,8921,4,Real estate investor | DM for passive income secrets,55,0,1
q7w8e9r0t1y2,117,7078,4,,39,0,1
mike_2023,210367,20,4,Click link below 💰,253,0,1
earn_fast_2024,8545,6895,4951,📈 passive income daily,181,0,1
realmadrid,28841260,22,4024,Official account. For business: manager@agency.com,867472409,1,0
mark_adventure,200,5,487,Dance teacher | choreographer,5104,0,0
photo_by_anna,200,78,307,Dog lover 🐾 | Hiking | Books,9516,0,0
