username,followers,following,tweets,bio,is_verified,listed_count,has_profile_pic,label
grace_beauty,50,40,167,Dog lover 🐾 | Hiking | Books,0,735,1,0
free_follower_bot,2848,3067,434005,NFT investor | crypto tips,0,0,1,1
daniel_f,197473,835,40258,Gaming streamer | Twitch partner 🎮,0,7442,1,0
9182736450,22,3400,25,♻️ repost to win $1000,0,0,0,1
emma.j,1216243,1077,15764,UX designer @Meta,0,40826,1,0
fit_jessica,78,155,250,Dog lover 🐾 | Hiking | Books,0,181,1,0
q7w8e9r0t1y2,2648,3384,185151,Real estate investor | DM for passive income secrets,0,0,1,1
free_followers_now,2857,3110,480034,Click link below 💰,0,0,1,1
chris_builds,50,116,593,Entrepreneur | Founder @startup,0,779,1,0
arianagrande818,173262,27,164,Fan account. Not official.,0,0,1,1
arianagrande,34856050,1807,35526,Official account. For business: manager@agency.com,1,222424,1,0
therock,100645644,668,60868,Professional athlete | Team captain | Brand ambassador,1,14936,1,0
a8f7d3k9p2,54,3867,40,Real estate investor | DM for passive income secrets,0,0,0,1
lena_captures,469774,38,9,,0,0,1,1
realmadrid,191516105,748,32180,Iconic musician 🎸 | 40+ years on stage,1,267329,1,0
nft_dropper_69,1277,3020,302525,crypto signals ✅ 99% win rate,0,0,1,1
b.scott.official,304263,48,1,,0,0,1,1
tim_cook,147144234,1179,33419,CEO @Fortune500 | Author | Speaker,1,273108,1,0
code_master,50,61,249,Musician. Coffee addict. ☕,0,469,1,0
mike_2023,50,63,100,News journalist @NYT,0,702,1,0
dev_pete,4262948,3013,38360,Environmental activist 🌱,0,9558,1,0
fit_jessica,87,93,100,Medical student | future doctor 🩺,0,73,1,0
daniel_f,87960,6,11,♻️ repost to win $1000,0,0,0,1
justinbieber,104916030,182,39372,CEO @Fortune500 | Author | Speaker,1,264991,1,0
billgates,84874315,1774,77581,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,180660,1,0
emma.j,186,446,100,High school teacher | making STEM fun,0,117,1,0
bot_account_7,1017,3227,384522,,0,0,1,1
code_master,2202725,2113,13273,Entrepreneur | Founder @startup,1,6912,1,0
surf_with_evan,50,114,100,Nurse practitioner | women's health advocate,0,33,1,0
sarah_smith,50,82,610,Traveler | 50+ countries visited ✈️,0,382,1,0
nasa781,438368,55,130,Fan account. Not official.,0,0,1,1
sarah_smith,1853753,4104,35894,Environmental activist 🌱,0,816,1,0
emma.j,257322,36,6,follow for follow back,0,0,1,1
botanist_beth,50,64,100,News journalist @NYT,0,716,1,0
chris_builds,364991,28,14,promo available 📩,0,0,1,1
nasa693,160534,13,169,Fan account. Not official.,0,0,1,1
99882736450,1499,4676,336570,btc eth airdrop free coins,0,0,1,1
john_doe,50,72,100,Dog lover 🐾 | Hiking | Books,0,543,1,0
mark_adventure,4415598,1603,18629,Entrepreneur | Founder @startup,0,33871,1,0
cristiano,159750084,1973,49968,Professional athlete | Team captain | Brand ambassador,1,187818,1,0
surf_with_evan,286814,24,2,Real estate investor | DM for passive income secrets,0,0,1,1
user8374629,3413,3757,200957,♻️ repost to win $1000,0,0,1,1
beyonce,48742357,1073,42118,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,303606,1,0
emma.j,50,88,121,Freelance illustrator | art prints available,0,433,1,0
paul_runs,3141934,1728,13251,fitness coach 💪 DM for plans,0,20602,1,0
sarah_smith,89,140,100,Medical student | future doctor 🩺,0,316,1,0
natgeo,26125577,1970,52515,Nobel Peace Prize laureate | Activist,1,425702,1,0
real_human_01234,98,3979,21,,0,0,1,1
journeys_with_kai,250454,23,10,🔞 link in bio,0,0,1,1
q7w8e9r0t1y2,4166,4700,368224,,0,0,1,1
photo_by_anna,168647,29,17,,0,0,1,1
everyday_elena,152404,30,7,,0,0,0,1
arianagrande789,467733,59,48,Fan account. Not official.,0,0,1,1
mindful_maya,4407277,4574,48214,Dog lover 🐾 | Hiking | Books,0,22763,1,0
free_follower_bot,26,3544,11,Real estate investor | DM for passive income secrets,0,0,1,1
paul_runs,65,40,100,Marketing professional | keynote speaker,0,15,1,0
journeys_with_kai,150676,2,14,Real estate investor | DM for passive income secrets,0,0,1,1
nina_art,33374,13,0,crypto signals ✅ 99% win rate,0,0,1,1
free_follower_bot,4414,3259,98136,DM me to grow your account fast,0,0,1,1
airdrop_winner99,1484,4943,411010,investment advisor DM me,0,0,1,1
fit_jessica,50,98,100,Teacher & lifelong learner 📚,0,268,1,0
therock,106163787,244,12184,Fashion icon | Creative Director @LuxuryBrand,1,257289,1,0
alex_travel,196571,33,2,FREE BTC airdrop → link in bio,0,0,1,1
get_rich_88,4,3941,31,investment advisor DM me,0,0,0,1
free_follower_bot,3116,4523,388212,FREE BTC airdrop → link in bio,0,0,1,1
real_human_01234,33,3026,33,🔞 link in bio,0,0,0,1
9182736450,2950,3621,129613,🔞 link in bio,0,0,1,1
daniel_f,128390,1373,26953,Environmental activist 🌱,0,3247,1,0
john_doe,1048474,4901,43055,Artist | Digital creator ✨,0,21986,1,0
tom_techie,1970498,608,9017,Yoga instructor | wellness coach 🧘,1,43065,1,0
surf_with_evan,1987919,280,3402,News journalist @NYT,1,38755,1,0
b.scott.official,499749,21,15,crypto signals ✅ 99% win rate,0,0,1,1
everyday_elena,411484,44,11,DM me to grow your account fast,0,0,1,1
tradebot_fx,95,3587,8,investment advisor DM me,0,0,0,1
cristiano841,226743,87,66,Fan account. Not official.,0,0,1,1
everyday_elena,50,40,776,Fashion designer | PR welcome,0,855,1,0
chef_marco,50,112,592,Retired engineer | amateur astronomer 🔭,0,457,1,0
nasa,19807242,1961,54396,Official account. For business: manager@agency.com,1,495956,1,0
mindful_maya,50,79,100,Blogger | Lifestyle & wellness,0,756,1,0
taylorswift355,49795,59,68,Fan account. Not official.,0,0,1,1
paul_runs,50,42,100,UX designer @Meta,0,438,1,0
natgeo,179834928,377,17474,Official account. For business: manager@agency.com,1,310886,1,0
creative_dan,2589253,1118,47475,Dance teacher | choreographer,0,1858,1,0
user8374629,625,4468,346881,Click link below 💰,0,0,1,1
tom_techie,499411,2,8,crypto signals ✅ 99% win rate,0,0,0,1
oprah895,287187,92,147,Fan account. Not official.,0,0,1,1
grace_beauty,387435,28,15,,0,0,0,1
fcbarcelona255,62918,26,59,Fan account. Not official.,0,0,1,1
cristiano,146920930,1565,54533,Professional athlete | Team captain | Brand ambassador,1,233164,1,0
get_rich_88,3396,3179,477578,📈 passive income daily,0,0,1,1
user8374629,4096,3985,282165,earn $500/day 👇,0,0,1,1
grace_beauty,50,84,819,Medical student | future doctor 🩺,0,910,1,0
nasa,108679912,589,64189,Official account. For business: manager@agency.com,1,100457,1,0
real_human_01234,27,3123,18,FREE BTC airdrop → link in bio,0,0,0,1
creative_dan,181492,1015,32582,Freelance illustrator | art prints available,1,25902,1,0
follow_back_101,44,4386,11,investment advisor DM me,0,0,0,1
lisa_writes,50,52,323,Artist | Digital creator ✨,1,779,1,0
a8f7d3k9p2,1738,4241,380842,🔞 link in bio,0,0,1,1
b.scott.official,94720,39,17,,0,0,1,1
surf_with_evan,178,335,100,mom of 3 | foodie 🍕,0,109,1,0
free_follower_bot,852,3168,298023,,0,0,1,1
dev_pete,50,49,100,Artist | Digital creator ✨,0,837,1,0
oprah,57192735,1321,32124,Fashion icon | Creative Director @LuxuryBrand,1,125403,1,0
creative_dan,50,91,252,photographer | travel 📷,0,94,1,0
code_master,2617192,3389,22222,Fashion designer | PR welcome,0,22634,1,0
daniel_f,239508,38,18,FREE BTC airdrop → link in bio,0,0,1,1
amy_joy,50,103,110,Marketing professional | keynote speaker,0,969,1,0
dev_pete,244,112,621,News journalist @NYT,0,84,1,0
the_real_sam,91,22,496,Nurse practitioner | women's health advocate,0,902,1,0
mike_2023,3015242,804,8915,Developer | Open source enthusiast,0,40228,1,0
sarah_smith,92,182,225,Artist | Digital creator ✨,0,907,1,0
mike_2023,4308930,3032,27260,Marketing professional | keynote speaker,0,29983,1,0
journeys_with_kai,50,57,116,Fashion designer | PR welcome,0,220,1,0
chef_marco,251,195,100,High school teacher | making STEM fun,1,365,1,0
grace_beauty,261,133,100,Architect | sustainable design,0,742,1,0
b.scott.official,2868332,336,11484,Fashion designer | PR welcome,0,33905,1,0
the_real_sam,50,14,100,Nurse practitioner | women's health advocate,0,635,1,0
fcbarcelona87,183088,36,81,Fan account. Not official.,0,0,1,1
a8f7d3k9p2,71,3843,19,btc eth airdrop free coins,0,0,0,1
grace_beauty,200,256,100,Entrepreneur | Founder @startup,0,42,1,0
q7w8e9r0t1y2,3366,3192,261364,crypto signals ✅ 99% win rate,0,0,1,1
get_rich_88,59,3064,42,promo available 📩,0,0,1,1
fit_jessica,126742,19,4,investment advisor DM me,0,0,0,1
chef_marco,50,42,365,Teacher & lifelong learner 📚,0,739,1,0
get_rich_88,4,3380,39,FREE BTC airdrop → link in bio,0,0,0,1
mike_2023,113,149,100,Data scientist | ML researcher,0,864,1,0
nike190,192882,29,44,Fan account. Not official.,0,0,1,1
cristiano,101925860,1843,41017,Oscar-winning director | Production company: @StudioX,1,453988,1,0
botanist_beth,177,420,100,Architect | sustainable design,0,406,1,0
journeys_with_kai,50,67,162,Dog lover 🐾 | Hiking | Books,0,782,1,0
zz_promo_zz,356,4222,476098,FREE BTC airdrop → link in bio,0,0,1,1
mindful_maya,111166,0,9,♻️ repost to win $1000,0,0,0,1
taylorswift422,418770,69,83,Fan account. Not official.,0,0,1,1
lisa_writes,462551,21,15,♻️ repost to win $1000,0,0,0,1
fcbarcelona,15549555,1979,20656,Oscar-winning director | Production company: @StudioX,1,302180,1,0
mindful_maya,67,58,212,Environmental activist 🌱,0,112,1,0
journeys_with_kai,50,42,104,Developer | Open source enthusiast,0,864,1,0
lisa_writes,80,152,604,mom of 3 | foodie 🍕,0,134,1,0
the_real_sam,542,408,719,Retired engineer | amateur astronomer 🔭,0,551,1,0
airdrop_winner99,37,4100,22,earn $500/day 👇,0,0,1,1
journeys_with_kai,50,56,100,Teacher & lifelong learner 📚,0,988,1,0
photo_by_anna,2163330,1955,36807,Wildlife photographer based in Kenya,0,10008,1,0
realmadrid788,421984,3,77,Fan account. Not official.,0,0,1,1
q7w8e9r0t1y2,1060,4061,348631,btc eth airdrop free coins,0,0,1,1
crypto_king_9999,664,3110,362711,Real estate investor | DM for passive income secrets,0,0,1,1
chris_builds,50,81,100,Retired engineer | amateur astronomer 🔭,0,270,1,0
nina_art,50,123,385,Artist | Digital creator ✨,0,561,1,0
chris_builds,50,56,816,UX designer @Meta,0,712,1,0
natgeo266,51749,48,161,Fan account. Not official.,0,0,1,1
q7w8e9r0t1y2,43,3227,31,NFT investor | crypto tips,0,0,0,1
chef_marco,446947,39,3,Click link below 💰,0,0,0,1
chris_builds,74082,9,10,earn $500/day 👇,0,0,1,1
emma.j,74389,4,2,crypto signals ✅ 99% win rate,0,0,0,1
creative_dan,50,28,100,Marketing professional | keynote speaker,0,76,1,0
selenagomez,192180772,1917,85417,Iconic musician 🎸 | 40+ years on stage,1,196906,1,0
therock,115764727,416,24573,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,226765,1,0
cristiano866,306985,19,141,Fan account. Not official.,0,0,1,1
journeys_with_kai,50,66,100,Environmental activist 🌱,0,535,1,0
neymarjr,121102267,802,71658,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,26122,1,0
neymarjr33,458385,64,44,Fan account. Not official.,0,0,1,1
fit_jessica,73,85,210,Developer | Open source enthusiast,0,867,1,0
tom_techie,494156,10,9,promo available 📩,0,0,0,1
acc29471838,321,3893,460859,,0,0,1,1
chef_marco,56,68,134,Dance teacher | choreographer,0,824,1,0
botanist_beth,50,18,225,High school teacher | making STEM fun,0,26,1,0
tim_cook,62440198,1816,21310,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,195318,1,0
journeys_with_kai,1877181,2120,23872,fitness coach 💪 DM for plans,1,37519,1,0
tradebot_fx,58,4360,26,earn $500/day 👇,0,0,0,1
the_real_sam,3950466,638,45369,Nurse practitioner | women's health advocate,1,21303,1,0
sarah_smith,58668,33,2,Get free followers — click bio link,0,0,0,1
9182736450,792,4951,185858,Get free followers — click bio link,0,0,1,1
mark_adventure,50,113,100,High school teacher | making STEM fun,0,837,1,0
follow_back_101,45,3611,48,promo available 📩,0,0,1,1
kyliejenner330,421163,20,183,Fan account. Not official.,0,0,1,1
zz_promo_zz,1273,4641,484863,Get free followers — click bio link,0,0,1,1
a8f7d3k9p2,27,3621,21,,0,0,0,1
everyday_elena,70,40,186,Dance teacher | choreographer,0,518,1,0
q7w8e9r0t1y2,69,4037,10,🔞 link in bio,0,0,0,1
mindful_maya,290626,45,13,promo available 📩,0,0,0,1
tom_techie,343711,46,2,Get free followers — click bio link,0,0,0,1
follow_back_101,27,3907,22,investment advisor DM me,0,0,1,1
chef_marco,50,74,100,Nurse practitioner | women's health advocate,0,792,1,0
1234567890ab,48,4604,5,investment advisor DM me,0,0,1,1
mark_adventure,50,82,207,Gaming streamer | Twitch partner 🎮,0,249,1,0
tom_techie,78,18,100,High school teacher | making STEM fun,0,577,1,0
taylorswift,26356394,585,24391,Iconic musician 🎸 | 40+ years on stage,1,244285,1,0
tom_techie,173,388,100,Blogger | Lifestyle & wellness,0,493,1,0
natgeo813,287600,90,36,Fan account. Not official.,0,0,1,1
dev_pete,100,71,100,Dog lover 🐾 | Hiking | Books,0,616,1,0
mike_2023,24465,21,5,🔞 link in bio,0,0,0,1
botanist_beth,137,319,242,Medical student | future doctor 🩺,0,279,1,0
mark_adventure,292,381,486,Medical student | future doctor 🩺,0,990,1,0
chef_marco,488090,12,1,btc eth airdrop free coins,0,0,1,1
creative_dan,193,300,100,Marketing professional | keynote speaker,0,388,1,0
amy_joy,50,49,285,Fashion designer | PR welcome,0,435,1,0
1234567890ab,61,3488,4,promo available 📩,0,0,0,1
billgates291,142956,67,161,Fan account. Not official.,0,0,1,1
alex_travel,50,78,100,Architect | sustainable design,0,567,1,0
billgates,106159768,1077,23943,Oscar-winning director | Production company: @StudioX,1,277448,1,0
elonmusk989,327918,41,158,Fan account. Not official.,0,0,1,1
sarah_smith,50,76,324,Architect | sustainable design,0,962,1,0
emma.j,50,59,100,Dog lover 🐾 | Hiking | Books,0,570,1,0
fcbarcelona192,472482,13,114,Fan account. Not official.,0,0,1,1
nasa,196335261,157,34686,Iconic musician 🎸 | 40+ years on stage,1,40918,1,0
jeffbezos,139601428,1443,39070,Fashion icon | Creative Director @LuxuryBrand,1,375819,1,0
botanist_beth,3622482,664,7090,UX designer @Meta,0,39963,1,0
alex_travel,181657,26,2,FREE BTC airdrop → link in bio,0,0,0,1
the_real_sam,290903,41,2,follow for follow back,0,0,0,1
arianagrande661,115564,38,66,Fan account. Not official.,0,0,1,1
fit_jessica,1634321,2702,25573,Podcaster | interviewing founders,0,12376,1,0
mindful_maya,76,162,152,Marketing professional | keynote speaker,0,771,1,0
jeffbezos870,404801,36,20,Fan account. Not official.,0,0,1,1
free_followers_now,1036,3437,341353,,0,0,1,1
the_real_sam,50,120,102,UX designer @Meta,0,232,1,0
john_doe,243515,6,6,,0,0,0,1
the_real_sam,121,36,100,Environmental activist 🌱,0,665,1,0
xXx_profit_xXx,491,4595,482917,,0,0,1,1
photo_by_anna,252,507,100,Fashion designer | PR welcome,0,994,1,0
kimkardashian454,123894,85,33,Fan account. Not official.,0,0,1,1
get_rich_88,61,4036,12,FREE BTC airdrop → link in bio,0,0,0,1
billgates,31819055,705,76989,World #1 tennis player 🎾 | Foundation: @AidFundation,1,24890,1,0
b.scott.official,496200,25,16,♻️ repost to win $1000,0,0,0,1
dev_pete,441905,22,15,Click link below 💰,0,0,0,1
emma.j,59773,45,7,promo available 📩,0,0,0,1
amy_joy,79,165,272,Freelance illustrator | art prints available,1,874,1,0
earn_fast_2024,9,3077,47,NFT investor | crypto tips,0,0,0,1
fit_jessica,94,43,100,Traveler | 50+ countries visited ✈️,0,124,1,0
botanist_beth,208775,44,0,📈 passive income daily,0,0,0,1
crypto_king_9999,3916,4626,148690,,0,0,1,1
everyday_elena,163,346,734,Data scientist | ML researcher,0,370,1,0
lena_captures,50,19,100,Yoga instructor | wellness coach 🧘,0,502,1,0
john_doe,4001292,3246,7816,Artist | Digital creator ✨,1,38432,1,0
99882736450,73,4274,32,📈 passive income daily,0,0,1,1
follow_back_101,74,3358,41,,0,0,1,1
journeys_with_kai,50,49,100,photographer | travel 📷,0,481,1,0
alex_travel,50,116,125,UX designer @Meta,0,715,1,0
realmadrid,84793427,1450,11964,World #1 tennis player 🎾 | Foundation: @AidFundation,1,364832,1,0
lisa_writes,3660102,1708,3131,Podcaster | interviewing founders,1,29315,1,0
free_followers_now,48,4730,16,crypto signals ✅ 99% win rate,0,0,0,1
neymarjr10,493342,66,124,Fan account. Not official.,0,0,1,1
tim_cook,87607362,1063,80911,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,367241,1,0
airdrop_winner99,1087,3093,118298,crypto signals ✅ 99% win rate,0,0,1,1
mike_2023,464,300,235,News journalist @NYT,0,848,1,0
free_followers_now,2,4223,43,follow for follow back,0,0,0,1
elonmusk,125038491,924,95838,World #1 tennis player 🎾 | Foundation: @AidFundation,1,196015,1,0
botanist_beth,4193792,4828,39627,Entrepreneur | Founder @startup,0,14926,1,0
mike_2023,50,68,100,Yoga instructor | wellness coach 🧘,0,166,1,0
mindful_maya,101,247,378,Retired engineer | amateur astronomer 🔭,0,208,1,0
xXx_profit_xXx,81,3568,1,,0,0,1,1
oprah68,273707,27,188,Fan account. Not official.,0,0,1,1
natgeo784,403093,50,102,Fan account. Not official.,0,0,1,1
jeffbezos835,112228,14,60,Fan account. Not official.,0,0,1,1
get_rich_88,60,4583,6,FREE BTC airdrop → link in bio,0,0,0,1
amy_joy,353271,3,3,,0,0,0,1
acc29471838,84,4559,25,Real estate investor | DM for passive income secrets,0,0,0,1
photo_by_anna,50,109,335,mom of 3 | foodie 🍕,0,825,1,0
grace_beauty,201630,6,18,Get free followers — click bio link,0,0,1,1
amy_joy,50,116,872,Yoga instructor | wellness coach 🧘,0,899,1,0
fit_jessica,4614225,3957,13251,fitness coach 💪 DM for plans,1,42144,1,0
mike_2023,124751,23,17,,0,0,0,1
get_rich_88,1994,3700,289718,NFT investor | crypto tips,0,0,1,1
sarah_smith,361053,3200,37515,Dance teacher | choreographer,0,566,1,0
the_real_sam,2982739,4017,38255,Fashion designer | PR welcome,0,41061,1,0
photo_by_anna,205,480,100,Traveler | 50+ countries visited ✈️,0,557,1,0
grace_beauty,50,96,100,Data scientist | ML researcher,1,251,1,0
kyliejenner763,20817,70,39,Fan account. Not official.,0,0,1,1
earn_fast_2024,4260,4615,365957,earn $500/day 👇,0,0,1,1
free_followers_now,1479,4380,271063,Click link below 💰,0,0,1,1
zz_promo_zz,4755,3293,355246,FREE BTC airdrop → link in bio,0,0,1,1
chef_marco,3953397,2944,40221,Podcaster | interviewing founders,1,22013,1,0
elonmusk785,225635,98,71,Fan account. Not official.,0,0,1,1
nina_art,74,60,100,Nurse practitioner | women's health advocate,0,253,1,0
99882736450,91,4455,8,,0,0,1,1
journeys_with_kai,4885168,2652,13743,Medical student | future doctor 🩺,0,41706,1,0
photo_by_anna,395602,3,13,NFT investor | crypto tips,0,0,0,1
daniel_f,657,1041,100,Musician. Coffee addict. ☕,0,695,1,0
cristiano998,356532,36,128,Fan account. Not official.,0,0,1,1
tom_techie,174,365,279,High school teacher | making STEM fun,0,98,1,0
9182736450,4637,4936,315140,follow for follow back,0,0,1,1
emma.j,489779,36,19,,0,0,0,1
lisa_writes,367,774,100,Musician. Coffee addict. ☕,0,612,1,0
mindful_maya,88,127,136,Musician. Coffee addict. ☕,0,411,1,0
justinbieber192,153134,20,163,Fan account. Not official.,0,0,1,1
everyday_elena,50,97,146,Traveler | 50+ countries visited ✈️,0,177,1,0
earn_fast_2024,30,4386,0,crypto signals ✅ 99% win rate,0,0,0,1
tim_cook,141748912,974,35418,Official account. For business: manager@agency.com,1,27109,1,0
kyliejenner336,336724,74,192,Fan account. Not official.,0,0,1,1
lena_captures,441,382,427,software engineer @ Google,0,684,1,0
free_follower_bot,52,3613,13,📈 passive income daily,0,0,1,1
amy_joy,115,209,212,Dog lover 🐾 | Hiking | Books,0,506,1,0
journeys_with_kai,50,83,100,Data scientist | ML researcher,0,858,1,0
alex_travel,50,66,207,Wildlife photographer based in Kenya,0,324,1,0
creative_dan,4062371,1400,48406,Yoga instructor | wellness coach 🧘,1,39992,1,0
fit_jessica,2750154,2132,15148,Blogger | Lifestyle & wellness,0,23431,1,0
mike_2023,196,236,165,Medical student | future doctor 🩺,0,478,1,0
code_master,50,86,568,Wildlife photographer based in Kenya,0,991,1,0
chris_builds,559027,4088,5048,UX designer @Meta,0,3002,1,0
emma.j,50,123,125,Retired engineer | amateur astronomer 🔭,0,785,1,0
everyday_elena,152708,20,0,DM me to grow your account fast,0,0,1,1
free_follower_bot,55,3260,42,Get free followers — click bio link,0,0,1,1
lena_captures,211,124,100,Chef | Recipe creator 🍳,0,121,1,0
acc29471838,429,4473,205237,investment advisor DM me,0,0,1,1
mindful_maya,108,131,100,Podcaster | interviewing founders,0,324,1,0
realmadrid647,470459,77,107,Fan account. Not official.,0,0,1,1
taylorswift,112424138,794,95910,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,381183,1,0
code_master,268,620,100,High school teacher | making STEM fun,0,98,1,0
tim_cook338,138396,35,54,Fan account. Not official.,0,0,1,1
get_rich_88,241,3469,281651,earn $500/day 👇,0,0,1,1
amy_joy,50,89,100,Entrepreneur | Founder @startup,0,822,1,0
real_human_01234,254,3063,206456,,0,0,1,1
paul_runs,50,22,100,software engineer @ Google,0,256,1,0
jeffbezos,26661701,536,54729,Grammy-winning artist 🎵 | New album out now,1,485417,1,0
john_doe,93,122,100,Teacher & lifelong learner 📚,0,906,1,0
kyliejenner393,41124,33,199,Fan account. Not official.,0,0,1,1
realmadrid131,154788,15,185,Fan account. Not official.,0,0,1,1
elonmusk911,455755,22,55,Fan account. Not official.,0,0,1,1
grace_beauty,50,115,107,High school teacher | making STEM fun,0,22,1,0
creative_dan,2879885,3670,19122,Artist | Digital creator ✨,0,35124,1,0
fcbarcelona,69246258,438,41954,World #1 tennis player 🎾 | Foundation: @AidFundation,1,243003,1,0
oprah,128958170,1044,50107,Official account. For business: manager@agency.com,1,435151,1,0
amy_joy,58,89,1150,software engineer @ Google,0,557,1,0
lena_captures,50,76,1355,fitness coach 💪 DM for plans,0,930,1,0
everyday_elena,50,98,294,Retired engineer | amateur astronomer 🔭,0,362,1,0
botanist_beth,216,294,100,News journalist @NYT,0,841,1,0
journeys_with_kai,55,94,477,Podcaster | interviewing founders,0,481,1,0
natgeo,148619787,1633,68434,Oscar-winning director | Production company: @StudioX,1,45912,1,0
9182736450,76,3266,11,follow for follow back,0,0,0,1
john_doe,92171,48,16,📈 passive income daily,0,0,1,1
emma.j,50,41,100,Entrepreneur | Founder @startup,0,352,1,0
creative_dan,50,41,118,Traveler | 50+ countries visited ✈️,0,815,1,0
daniel_f,50,69,100,Yoga instructor | wellness coach 🧘,0,26,1,0
zz_promo_zz,48,3060,42,,0,0,1,1
daniel_f,103134,34,4,🔞 link in bio,0,0,1,1
john_doe,338860,7,6,🔞 link in bio,0,0,1,1
fit_jessica,243721,4,15,,0,0,1,1
journeys_with_kai,255,186,138,Freelance illustrator | art prints available,0,942,1,0
alex_travel,74,38,107,Freelance illustrator | art prints available,1,830,1,0
tim_cook,53938118,1432,75477,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,132154,1,0
everyday_elena,50,54,139,Traveler | 50+ countries visited ✈️,0,262,1,0
earn_fast_2024,1467,4752,366586,Click link below 💰,0,0,1,1
crypto_king_9999,1885,3790,281831,,0,0,1,1
tom_techie,219,523,247,High school teacher | making STEM fun,0,855,1,0
mike_2023,155,204,120,Medical student | future doctor 🩺,0,992,1,0
the_real_sam,50,121,312,fitness coach 💪 DM for plans,0,489,1,0
tradebot_fx,3098,3490,320386,follow for follow back,0,0,1,1
fit_jessica,50,28,100,Data scientist | ML researcher,0,855,1,0
mark_adventure,2242452,3004,45624,News journalist @NYT,0,31834,1,0
grace_beauty,266488,27,10,NFT investor | crypto tips,0,0,1,1
jeffbezos,188800065,763,94528,Professional athlete | Team captain | Brand ambassador,1,98512,1,0
mike_2023,50,105,337,Developer | Open source enthusiast,0,490,1,0
kimkardashian,40504955,199,32196,Nobel Peace Prize laureate | Activist,1,31575,1,0
tim_cook288,40376,23,94,Fan account. Not official.,0,0,1,1
daniel_f,3533033,2180,20555,software engineer @ Google,0,18501,1,0
tim_cook453,301189,28,32,Fan account. Not official.,0,0,1,1
emma.j,50,36,100,Blogger | Lifestyle & wellness,0,641,1,0
a8f7d3k9p2,3612,4351,496078,crypto signals ✅ 99% win rate,0,0,1,1
xXx_profit_xXx,1694,4223,318620,crypto signals ✅ 99% win rate,0,0,1,1
paul_runs,1831563,1162,29766,Musician. Coffee addict. ☕,0,15915,1,0
acc29471838,92,3343,6,btc eth airdrop free coins,0,0,0,1
oprah475,341366,86,90,Fan account. Not official.,0,0,1,1
tim_cook,22486255,242,10764,Official account. For business: manager@agency.com,1,404336,1,0
grace_beauty,97,111,100,photographer | travel 📷,0,474,1,0
99882736450,13,3430,2,🔞 link in bio,0,0,0,1
elonmusk,39587942,367,70226,International supermodel | Agency: IMG Models,1,178843,1,0
bot_account_7,62,3776,8,NFT investor | crypto tips,0,0,1,1
mike_2023,110,115,100,Musician. Coffee addict. ☕,0,803,1,0
elonmusk106,382493,18,183,Fan account. Not official.,0,0,1,1
alex_travel,157,217,158,High school teacher | making STEM fun,0,798,1,0
tom_techie,96,56,198,Retired engineer | amateur astronomer 🔭,0,690,1,0
user8374629,3551,4160,346961,🔞 link in bio,0,0,1,1
airdrop_winner99,4091,4094,231571,♻️ repost to win $1000,0,0,1,1
follow_back_101,3060,4564,413623,🔞 link in bio,0,0,1,1
selenagomez,18262898,1838,91324,Iconic musician 🎸 | 40+ years on stage,1,59767,1,0
oprah446,371233,17,66,Fan account. Not official.,0,0,1,1
nft_dropper_69,398,3474,358336,,0,0,1,1
alex_travel,50,36,100,Environmental activist 🌱,0,42,1,0
beyonce364,153651,61,145,Fan account. Not official.,0,0,1,1
kyliejenner,177690715,977,92092,Professional athlete | Team captain | Brand ambassador,1,315914,1,0
grace_beauty,73,29,385,High school teacher | making STEM fun,0,530,1,0
john_doe,66,137,100,Podcaster | interviewing founders,0,736,1,0
code_master,50,43,100,Musician. Coffee addict. ☕,0,22,1,0
emma.j,68,148,307,mom of 3 | foodie 🍕,0,59,1,0
nasa,186678148,1580,90363,Iconic musician 🎸 | 40+ years on stage,1,478828,1,0
lena_captures,2698196,1522,8562,Medical student | future doctor 🩺,0,16036,1,0
oprah318,173351,77,55,Fan account. Not official.,0,0,1,1
surf_with_evan,194,344,100,Podcaster | interviewing founders,0,161,1,0
natgeo410,92335,51,130,Fan account. Not official.,0,0,1,1
fcbarcelona537,156739,33,91,Fan account. Not official.,0,0,1,1
daniel_f,50,118,100,Environmental activist 🌱,0,403,1,0
paul_runs,239426,16,19,DM me to grow your account fast,0,0,0,1
chef_marco,50,53,505,Data scientist | ML researcher,0,180,1,0
nasa,108910191,1243,5666,Nobel Peace Prize laureate | Activist,1,138067,1,0
fcbarcelona177,135328,94,55,Fan account. Not official.,0,0,1,1
emma.j,1823268,4015,41217,Architect | sustainable design,0,1663,1,0
dev_pete,225,111,100,Environmental activist 🌱,0,500,1,0
oprah937,210626,90,151,Fan account. Not official.,0,0,1,1
cristiano778,480771,81,57,Fan account. Not official.,0,0,1,1
zz_promo_zz,88,3586,43,,0,0,0,1
amy_joy,131,79,1177,Wildlife photographer based in Kenya,0,905,1,0
